Title,Authors,Topics,Abstract,Code,Dataset,PDF,Paper Page
Integrating Clinical Knowledge into Concept Bottleneck Models,"Pang, Winnie;Ke, Xueyi;Tsutsui, Satoshi;Wen, Bihan",Modalities - Histopathology; Computational (Integrative) Pathology; Machine Learning - Interpretability / Explainability; Modalities - Microscopy,"Concept bottleneck models (CBMs), which predict human-interpretable concepts (e.g., nucleus shapes in cell images) before predicting the final output (e.g., cell type), provide insights into the decision-making processes of the model. However, training CBMs solely in a data-driven manner can introduce undesirable biases, which may compromise prediction performance, especially when the trained models are evaluated on out-of-domain images (e.g., those acquired using different devices). To mitigate this challenge, we propose integrating clinical knowledge to refine CBMs, better aligning them with clinicians’ decision-making processes. Specifically, we guide the model to prioritize the concepts that clinicians also prioritize. We validate our approach on two datasets of medical images: white blood cell and skin images. Empirical validation demonstrates that incorporating medical guidance enhances the model’s classification performance on unseen datasets with varying preparation methods, thereby increasing its real-world applicability.",https://github.com/PangWinnie0219/align_concept_cbm,https://data.mendeley.com/datasets/snkd93bnjr/1;https://raabindata.com/free-data/;https://www.nature.com/articles/s41598-023-29331-3;https://github.com/mattgroh/fitzpatrick17k;https://ddi-dataset.github.io/index.html#paper;https://rose1.ntu.edu.sg/dataset/WBCAtt/;https://skincon-dataset.github.io/index.html#dataset,https://papers.miccai.org/miccai-2024/paper/1786_paper.pdf,https://papers.miccai.org/miccai-2024/415-Paper1786.html
Integrative Graph-Transformer Framework for Histopathology Whole Slide Image Representation and Classification,"Shi, Zhan;Zhang, Jingwei;Kong, Jun;Wang, Fusheng",Machine Learning - Semi-/Weakly-/Un-/Self-supervised Representation Learning; Modalities - Histopathology; Modalities - Microscopy,"In digital pathology, the multiple instance learning (MIL) strategy is widely used in the weakly supervised histopathology whole slide image (WSI) classification task where giga-pixel WSIs are only labeled at the slide level. However, existing attention-based MIL approaches often overlook contextual information and intrinsic spatial relationships between neighboring tissue tiles, while graph-based MIL frameworks have limited power to recognize the long-range dependencies. In this paper, we introduce the integrative graph-transformer framework that simultaneously captures the context-aware relational features and global WSI representations through a novel Graph Transformer Integration (GTI) block. Specifically, each GTI block consists of a Graph Convolutional Network (GCN) layer modeling neighboring relations at the local instance level and an efficient global attention model capturing comprehensive global information from extensive feature embeddings. Extensive experiments on three publicly available WSI datasets: TCGA-NSCLC, TCGA-RCC and BRIGHT, demonstrate the superiority of our approach over current state-of-the-art MIL methods, achieving an improvement of 1.0% to 2.6% in accuracy and 0.7%-1.6% in AUROC.",https://github.com/StonyBrookDB/igt-wsi,,https://papers.miccai.org/miccai-2024/paper/2165_paper.pdf,https://papers.miccai.org/miccai-2024/416-Paper2165.html
Inter-Intra High-Order Brain Network for ASD Diagnosis via Functional MRIs,"Han, Xiangmin;Xue, Rundong;Du, Shaoyi;Gao, Yue","Clinical applications - Neuroimaging - Functional Brain Networks; Computer Aided Diagnosis, Treatment Response, and Outcome Prediction; Machine Learning - Data Efficient Learning; Modalities - MRI","Currently in the field of computer-aided diagnosis, graph or hypergraph-based methods are widely used in the diagnosis of neurological diseases. However, existing graph-based work primarily focuses on pairwise correlations, neglecting high-order correlations. Additionally, existing hypergraph methods can only explore the commonality of high-order representations at a single scale, resulting in the lack of a framework that can integrate multi-scale high-order correlations. To address the above issues, we propose an Inter-Intra High-order Brain Network (I2HBN) framework for ASD-assisted diagnosis, which is divided into two parts: intra-hypergraph computation and inter-hypergraph computation. Specifically, the intra-hypergraph computation employs the hypergraph to represent high-order correlations among different brain regions based on fMRI signal, generating intra-embeddings and intra-results. Subsequently, inter-hypergraph computation utilizes these intra-embeddings as features of inter-vertices to model inter-hypergraph that captures the inter-correlations among individuals at the population level. Finally, the intra-results and the inter-results are weighted to perform brain disease diagnosis. We demonstrate the potential of this method on two ABIDE datasets (NYU and UCLA), the results show that the proposed method for ASD diagnosis has superior performance, compared with existing state-of-the-art methods.",,http://fcon_1000.projects.nitrc.org/indi/abide/,https://papers.miccai.org/miccai-2024/paper/1263_paper.pdf,https://papers.miccai.org/miccai-2024/417-Paper1263.html
Interpretable phenotypic profiling of 3D cellular morphodynamics,"De Vries, Matt;Naidoo, Reed;Fourkioti, Olga;Dent, Lucas G.;Curry, Nathan;Dunsby, Christopher;Bakal, Chris",Machine Learning - Interpretability / Explainability; Biomedical Image Computing for Neglected Diseases; Machine Learning - Attention models; Machine Learning - Semi-/Weakly-/Un-/Self-supervised Representation Learning; Modalities - Microscopy; Modalities - Video,"The dynamic 3D shape of a cell acts as a signal of its physiological state, reflecting the interplay of environmental stimuli and intra- and extra-cellular processes. However, there is little quantitative understanding of cell shape determination in 3D, largely due to the lack of data-driven methods that analyse 3D cell shape dynamics. To address this, we have developed MorphoSense, an interpretable, variable-length multivariate time series classification (TSC) pipeline based on multiple instance learning (MIL). We use this pipeline to classify 3D cell shape dynamics of perturbed cancer cells and learn hallmark 3D shape changes associated with clinically relevant and shape-modulating small molecule treatments. To show the generalisability across datasets, we apply our pipeline to classify migrating T-cells in collagen matrices and assess interpretability on a synthetic dataset. Across datasets, our pipeline offers increased predictive performance and higher-quality interpretations. To our knowledge, our work is the first to utilise MIL for multivariate, variable-length TSC, focusing on interpretable 3D morphodynamic profiling of biological cells.",,,https://papers.miccai.org/miccai-2024/paper/3839_paper.pdf,https://papers.miccai.org/miccai-2024/418-Paper3839.html
Interpretable Representation Learning of Cardiac MRI via Attribute Regularization,"Di Folco, Maxime;Bercea, Cosmin I.;Chan, Emily;Schnabel, Julia A.",Machine Learning - Interpretability / Explainability; Clinical applications - Cardiac,"Interpretability is essential in medical imaging to ensure that clinicians can comprehend and trust artificial intelligence models. Several approaches have been recently considered to encode attributes in the latent space to enhance its interpretability. Notably, attribute regularization aims to encode a set of attributes along the dimensions of a latent representation. However, this approach is based on Variational AutoEncoder and suffers from blurry reconstruction. In this paper, we propose an Attributed-regularized Soft Introspective Variational Autoencoder that combines attribute regularization of the latent space within the framework of an adversarially trained variational autoencoder. We demonstrate on short-axis cardiac Magnetic Resonance images of the UK Biobank the ability of the proposed method to address blurry reconstruction issues of variational autoencoder methods while preserving the latent space interpretability.",https://github.com/compai-lab/2024-miccai-di-folco,https://biobank.ndph.ox.ac.uk/showcase/,https://papers.miccai.org/miccai-2024/paper/1877_paper.pdf,https://papers.miccai.org/miccai-2024/419-Paper1877.html
Interpretable Spatio-Temporal Embedding for Brain Structural-Effective Network with Ordinary Differential Equation,"Tang, Haoteng;Liu, Guodong;Dai, Siyuan;Ye, Kai;Zhao, Kun;Wang, Wenlu;Yang, Carl;He, Lifang;Leow, Alex;Thompson, Paul;Huang, Heng;Zhan, Liang",Clinical applications - Neuroimaging - Functional Brain Networks; Machine Learning - Interpretability / Explainability; Modalities - MRI,"The MRI-derived brain network serves as a pivotal instrument in elucidating both the structural and functional aspects of the brain, encompassing the ramifications of diseases and developmental processes. However, prevailing methodologies, often focusing on synchronous BOLD signals from functional MRI (fMRI), may not capture directional influences among brain regions and rarely tackle temporal functional dynamics. In this study, we first construct the brain-effective network via the dynamic causal model. Subsequently, we introduce an interpretable graph learning framework termed Spatio-Temporal Embedding ODE (STE-ODE). This framework incorporates specifically designed directed node embedding layers, aiming at capturing the dynamic interplay between structural and effective networks via an ordinary differential equation (ODE) model, which characterizes spatial-temporal brain dynamics. Our framework is validated on several clinical phenotype prediction tasks using two independent publicly available datasets (HCP and OASIS). The experimental results clearly demonstrate the advantages of our model compared to several state-of-the-art methods.",,https://sites.wustl.edu/oasisbrains/home/oasis-3/;https://www.humanconnectome.org/study/hcp-young-adult/data-releases,https://papers.miccai.org/miccai-2024/paper/0919_paper.pdf,https://papers.miccai.org/miccai-2024/420-Paper0919.html
Interpretable-by-design Deep Survival Analysis for Disease Progression Modeling,"Gervelmeyer, Julius;Müller, Sarah;Djoumessi, Kerol;Merle, David;Clark, Simon J.;Koch, Lisa;Berens, Philipp",Machine Learning - Interpretability / Explainability; Clinical applications - Ophthalmology,"In the elderly, degenerative diseases often develop differently over time for individual patients. For optimal treatment, physicians and patients would like to know how much time is left for them until symptoms reach a certain stage. However, compared to simple disease detection tasks, disease progression modeling has received much less attention. In addition, most existing models are black-box models which provide little insight into the mechanisms driving the prediction. Here, we introduce an interpretable-by-design survival model to predict the progression of age-related macular degeneration (AMD) from fundus images. Our model not only achieves state-of-the-art prediction performance compared to black-box models but also provides a sparse map of local evidence of AMD progression for individual patients. Our evidence map faithfully reflects the decision-making process of the model in contrast to widely used post-hoc saliency methods. Furthermore, we show that the identified regions mostly align with established clinical AMD progression markers. We believe that our method may help to inform treatment decisions and may lead to better insights into imaging biomarkers indicative of disease progression. The project’s code is available at github.com/berenslab/interpretable-deep-survival-analysis.",https://github.com/berenslab/interpretable-deep-survival-analysis,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000001.v3.p1,https://papers.miccai.org/miccai-2024/paper/1325_paper.pdf,https://papers.miccai.org/miccai-2024/421-Paper1325.html
Intraoperative Registration by Cross-Modal Inverse Neural Rendering,"Fehrentz, Maximilian;Azampour, Mohammad Farid;Dorent, Reuben;Rasheed, Hassan;Galvin, Colin;Golby, Alexandra;Wells III, William M.;Frisken, Sarah;Navab, Nassir;Haouchine, Nazim",Image-Guided Interventions and Surgery; Modalities - MRI; Modalities - Video; Surgical Scene Understanding; Surgical Visualization and Mixed/Augmented/Virtual Reality,"We present in this paper a novel approach for 3D/2D intraoperative registration during neurosurgery via cross-modal inverse neural rendering. Our approach separates implicit neural representation into two components, handling anatomical structure preoperatively and appearance intraoperatively. This disentanglement is achieved by controlling a Neural Radiance Field’s appearance with a multi-style hypernetwork. Once trained, the implicit neural representation serves as a differentiable rendering engine, which can be used to estimate the surgical camera pose by minimizing the dissimilarity between its rendered images and the target intraoperative image. We tested our method on retrospective patients’ data from clinical cases, showing that our method outperforms state-of-the-art while meeting current clinical standards for registration.",https://maxfehrentz.github.io/style-ngp/,https://maxfehrentz.github.io/style-ngp/,https://papers.miccai.org/miccai-2024/paper/3581_paper.pdf,https://papers.miccai.org/miccai-2024/422-Paper3581.html
Intrapartum Ultrasound Image Segmentation of Pubic Symphysis and Fetal Head Using Dual Student-Teacher Framework with CNN-ViT Collaborative Learning,"Jiang, Jianmei;Wang, Huijin;Bai, Jieyun;Long, Shun;Chen, Shuangping;Campello, Victor M.;Lekadir, Karim",Clinical applications - Fetal Imaging; MIC and CAI for Limited-resource Settings; MIC and CAI Solutions for Remote and Rural Regions; Modalities - Ultrasound,"The segmentation of the pubic symphysis and fetal head (PSFH) constitutes a pivotal step in monitoring labor progression and identifying potential delivery complications. Despite the advances in deep learning, the lack of annotated medical images hinders the training of segmentation. Traditional semi-supervised learning approaches primarily utilize a unified network model based on Convolutional Neural Networks (CNNs) and apply consistency regularization to mitigate the reliance on extensive annotated data. However, these methods often fall short in capturing the discriminative features of unlabeled data and in delineating the long-range dependencies inherent in the ambiguous boundaries of PSFH within ultrasound images. To address these limitations, we introduce a novel framework, the Dual-Student and Teacher Combining CNN and Transformer (DSTCT), which synergistically integrates the capabilities of CNNs and Transformers. Our framework comprises a tripartite architecture featuring a Vision Transformer (ViT) as the ‘teacher’ and two ‘student’ models — one ViT and one CNN. This dual-student setup enables mutual supervision through the generation of both hard and soft pseudo-labels, with the consistency in their predictions being refined by minimizing the classifier determinacy discrepancy. The teacher model further reinforces learning within this architecture through the imposition of consistency regularization constraints. To augment the generalization abilities of our approach, we employ a blend of data and model perturbation techniques. Comprehensive evaluations on the benchmark dataset of the PSFH Segmentation Grand Challenge at MICCAI 2023 demonstrate our DSTCT framework outperformed 10 contemporary semi-supervised segmentation methods.",https://github.com/jjm1589/DSTCT,https://ps-fh-aop-2023.grand-challenge.org/;https://codalab.lisn.upsaclay.fr/competitions/18413;https://doi.org/https://doi.org/10.5281/zenodo.10969427;https://doi.org/10.6084/m9.figshare.14371652,https://papers.miccai.org/miccai-2024/paper/2798_paper.pdf,https://papers.miccai.org/miccai-2024/423-Paper2798.html
IOSSAM: Label Efficient Multi-View Prompt-Driven Tooth Segmentation,"Huang, Xinrui;He, Dongming;Li, Zhenming;Zhang, Xiaofan;Wang, Xudong",Clinical applications - Musculoskeletal; Image Segmentation; Machine Learning - Semi-/Weakly-/Un-/Self-supervised Representation Learning; Modalities - other,"Segmenting and labeling teeth from 3D Intraoral Scans (IOS) plays a significant role in digital dentistry. Dedicated learning-based methods have shown impressive results, while they suffer from expensive point-wise annotations. We aim at IOS segmentation with only low-cost 2D bounding-boxes annotations in the occlusal view. To accomplish this objective, we propose a SAM-based multi-view prompt-driven IOS segmentation method (IOSSAM) which learns prompts to utilize the pre-trained shape knowledge embedded in the visual foundation model SAM. Specifically, our method introduces an occlusal prompter trained on a dataset with weak annotations to generate category-related prompts for the occlusal view segmentation. We further develop a dental crown prompter to produce reasonable prompts for the dental crown view segmentation by considering the crown length prior and the generated occlusal view segmentation. We carefully design a novel view-aware label diffusion strategy to lift 2D segmentation to 3D field. We validate our method on a real IOS dataset, and the results show that our method outperforms recent weakly-supervised methods and is even comparable with fully-supervised methods.",https://github.com/ar-inspire/IOSSAM,,https://papers.miccai.org/miccai-2024/paper/2519_paper.pdf,https://papers.miccai.org/miccai-2024/424-Paper2519.html
IPLC: Iterative Pseudo Label Correction Guided by SAM for Source-Free Domain Adaptation in Medical Image Segmentation,"Zhang, Guoning;Qi, Xiaoran;Yan, Bo;Wang, Guotai",Machine Learning - Data Efficient Learning; Clinical applications - Cardiac; Image Segmentation; Machine Learning - Model Generalizability / Federated Learning; Machine Learning - Other; Machine Learning - Semi-/Weakly-/Un-/Self-supervised Representation Learning; Modalities - MRI,"Source-Free Domain Adaptation (SFDA) is important for dealing with domain shift without access to source data and labels of target domain images for medical image segmentation. However, existing SFDA methods have limited performance due to insufficient supervision and unreliable pseudo labels. To address this issue, we propose a novel Iterative Pseudo Label Correction (IPLC) guided by the Segment Anything Model (SAM) SFDA framework for medical image segmentation. Specifically, with a pre-trained source model and SAM, we propose multiple random sampling and entropy estimation to obtain robust pseudo labels and mitigate the noise. We introduce mean negative curvature minimization to provide more sufficient constraints and achieve smoother segmentation. We also propose an Iterative Correction Learning (ICL) strategy to iteratively generate reliable pseudo labels with updated prompts for domain adaptation. Experiments on a public multi-site heart MRI segmentation dataset (M&MS) demonstrate that our method effectively improved the quality of pseudo labels and outperformed several state-of-the-art SFDA methods. The code is available at https://github.com/HiLab-git/IPLC.",https://github.com/HiLab-git/IPLC,https://www.ub.edu/mnms/,https://papers.miccai.org/miccai-2024/paper/1958_paper.pdf,https://papers.miccai.org/miccai-2024/425-Paper1958.html
Is this hard for you? Personalized human difficulty estimation for skin lesion diagnosis,"Kampen, Peter Johannes Tejlgaard;Christensen, Anders Nymark;Hannemose, Morten Rieger",Machine Learning - Attention models; Clinical applications - Dermatology; Machine Learning - Data Efficient Learning; Machine Learning - Other; Machine Learning - Transfer Learning,"Predicting the probability of human error is an important problem with applications ranging from optimizing learning environments to distributing cases among doctors in a clinic. In both of these instances, predicting the probability of error is equivalent to predicting the difficulty of the assignment, e.g., diagnosing a specific image of a skin lesion. However, the difficulty of a case is subjective since what is difficult for one person is not necessarily difficult for another. We present a novel approach for personalized estimation of human difficulty, using a transformer-based neural network that looks at previous cases and if the user answered these correctly. We demonstrate our method on doctors diagnosing skin lesions and on a language learning data set showing generalizability across domains. Our approach utilizes domain representations by first encoding each case using pre-trained neural networks and subsequently using these as tokens in a sequence modeling task. We significantly outperform all baselines, both for cases that are in the training set and for unseen cases. Additionally, we show that our method is robust towards the quality of the embeddings and how the performance increases as more answers from a user are available. Our findings suggest that this approach could pave the way for truly personalized learning experiences in medical diagnostics, enhancing the quality of patient care.",,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/38OJR6,https://papers.miccai.org/miccai-2024/paper/3180_paper.pdf,https://papers.miccai.org/miccai-2024/426-Paper3180.html
Iterative Online Image Synthesis via Diffusion Model for Imbalanced Classification,"Li, Shuhan;Lin, Yi;Chen, Hao;Cheng, Kwang-Ting","Computer Aided Diagnosis, Treatment Response, and Outcome Prediction; Clinical applications - Dermatology; Clinical applications - Ophthalmology","Accurate and robust classification of diseases is important for proper diagnosis and treatment. However, medical datasets often face challenges related to limited sample sizes and inherent imbalanced distributions, due to difficulties in data collection and variations in disease prevalence across different types. In this paper, we introduce an Iterative Online Image Synthesis (IOIS) framework to address the class imbalance problem in medical image classification. Our framework incorporates two key modules, namely Online Image Synthesis (OIS) and Accuracy Adaptive Sampling (AAS), which collectively target the imbalance classification issue at both the instance level and the class level. The OIS module alleviates the data insufficiency problem by generating representative samples tailored for online training of the classifier. On the other hand, the AAS module dynamically balances the synthesized samples among various classes, targeting those with low training accuracy. To evaluate the effectiveness of our proposed method in addressing imbalanced classification, we conduct experiments on the HAM10000 and APTOS datasets. The results obtained demonstrate the superiority of our approach over state-of-the-art methods as well as the effectiveness of each component. The source code is available at https://github.com/ustlsh/IOIS_imbalance.",https://github.com/ustlsh/IOIS_imbalance,,https://papers.miccai.org/miccai-2024/paper/0901_paper.pdf,https://papers.miccai.org/miccai-2024/427-Paper0901.html
IterMask2: Iterative Unsupervised Anomaly Segmentation via Spatial and Frequency Masking for Brain Lesions in MRI,"Liang, Ziyun;Guo, Xiaoqing;Noble, J. Alison;Kamnitsas, Konstantinos",Image Segmentation; Clinical applications - Neuroimaging - Others; Machine Learning - Other; Modalities - MRI,"Unsupervised anomaly segmentation approaches to pathology segmentation train a model on images of healthy subjects, that they define as the `normal’ data distribution. At inference, they aim to segment any pathologies in new images as ‘anomalies’, as they exhibit patterns that deviate from those in ‘normal’ training data. Prevailing methods follow the ‘corrupt-and-reconstruct’ paradigm. They intentionally corrupt an input image, reconstruct it to follow the learned ‘normal’ distribution, and subsequently segment anomalies based on reconstruction error. Corrupting an input image, however, inevitably leads to suboptimal reconstruction even of normal regions, causing false positives. To alleviate this, we propose a novel iterative spatial mask-refining strategy IterMask2. We iteratively mask areas of the image, reconstruct them, and update the mask based on reconstruction error. This iterative process progressively adds information about areas that are confidently normal as per the model. The increasing content guides reconstruction of nearby masked areas, improving reconstruction of normal tissue under these areas, reducing false positives. We also use high-frequency image content as an auxiliary input to provide additional structural information for masked areas. This further improves reconstruction error of normal in comparison to anomalous areas, facilitating segmentation of the latter. We conduct experiments on several brain lesion datasets and demonstrate effectiveness of our method. Code will be published at: https://github.com/ZiyunLiang/IterMask2",https://github.com/ZiyunLiang/IterMask2,,https://papers.miccai.org/miccai-2024/paper/1365_paper.pdf,https://papers.miccai.org/miccai-2024/428-Paper1365.html
Joint EM Image Denoising and Segmentation with Instance-aware Interaction,"Wang, Zhicheng;Li, Jiacheng;Chen, Yinda;Shou, Jiateng;Deng, Shiyu;Huang, Wei;Xiong, Zhiwei",Image Formation and Reconstruction; Image Segmentation; Modalities - Microscopy,"In large scale electron microscopy(EM), the demand for rapid imaging often results in significant amounts of imaging noise, which considerably compromise segmentation accuracy. While conventional approaches typically incorporate denoising as a preliminary stage, there is limited exploration into the potential synergies between denoising and segmentation processes. To bridge this gap, we propose an instance-aware interaction framework to tackle EM image denoising and segmentation simultaneously, aiming at mutual enhancement between the two tasks. Specifically, our framework comprises three components: a denoising network, a segmentation network, and a fusion network facilitating feature-level interaction. Firstly, the denoising network mitigates noise degradation. Subsequently, the segmentation network learns an instance-level affinity prior, encoding vital spatial structural information. Finally, in the fusion network, we propose a novel Instance-aware Embedding Module (IEM) to utilize vital spatial structure information from segmentation features for denoising. IEM enables interaction between the two tasks within a unified framework, which also facilitates implicit feedback from denoising for segmentation with a joint training mechanism. Through extensive experiments across multiple datasets, our framework demonstrates substantial performance improvements over existing solutions. Moreover, our framework exhibits strong generalization capabilities across different network architectures. Code is available at https://github.com/zhichengwang-tri/EM-DenoiSeg.",https://github.com/zhichengwang-tri/EM-DenoiSeg,,https://papers.miccai.org/miccai-2024/paper/1351_paper.pdf,https://papers.miccai.org/miccai-2024/429-Paper1351.html
Joint multi-task learning improves weakly-supervised biomarker prediction in computational pathology,"El Nahhas, Omar S. M.;Wölflein, Georg;Ligero, Marta;Lenz, Tim;van Treeck, Marko;Khader, Firas;Truhn, Daniel;Kather, Jakob Nikolas",Computational (Integrative) Pathology; Clinical applications - Oncology; Image-based Personalised Medicine; Machine Learning - Attention models; Machine Learning - Semi-/Weakly-/Un-/Self-supervised Representation Learning; Modalities - Histopathology,"Deep Learning (DL) can predict biomarkers directly from digitized cancer histology in a weakly-supervised setting. Recently, the prediction of continuous biomarkers through regression-based DL has seen an increasing interest. Nonetheless, clinical decision making often requires a categorical outcome. Consequently, we developed a weakly-supervised joint multi-task Transformer architecture which has been trained and evaluated on four public patient cohorts for the prediction of two key predictive biomarkers, microsatellite instability (MSI) and homologous recombination deficiency (HRD), trained with auxiliary regression tasks related to the tumor microenvironment. Moreover, we perform a comprehensive benchmark of 16 task balancing approaches for weakly-supervised joint multi-task learning in computational pathology. Using our novel approach, we outperform the state of the art by +7.7% and +4.1% as measured by the area under the receiver operating characteristic, and enhance clustering of latent embeddings by +8% and +5%, for the prediction of MSI and HRD in external cohorts, respectively.",https://github.com/KatherLab/joint-mtl-cpath,https://portal.gdc.cancer.gov;https://proteomics.cancer.gov/data-portal,https://papers.miccai.org/miccai-2024/paper/1368_paper.pdf,https://papers.miccai.org/miccai-2024/430-Paper1368.html
Jumpstarting Surgical Computer Vision,"Alapatt, Deepak;Murali, Aditya;Srivastav, Vinkle;AI4SafeChole Consortium;Mascagni, Pietro;Padoy, Nicolas",Surgical Data Science; Surgical Skill and Work Flow Analysis,"Consensus amongst researchers and industry points to a lack of large, representative annotated datasets as the biggest obstacle to progress in the field of surgical data science. Advances in Self-Supervised Learning (SSL) represent a solution, reducing the dependence on large labeled datasets by providing task-agnostic initializations. However, the robustness of current self-supervised learning methods to domain shifts remains unclear, limiting our understanding of its utility for leveraging diverse sources of surgical data. Shifting the focus from methods to data, we demonstrate that the downstream value of SSL-based initializations is intricately intertwined with the composition of pre-training datasets. These results underscore an important gap that needs to be filled as we scale self-supervised approaches toward building general-purpose “foundation models” that enable diverse use-cases within the surgical domain. Through several stages of controlled experimentation, we develop recommendations for pretraining dataset composition evidenced through over 300 experiments spanning 20 pre-training datasets, 9 surgical procedures, 7 centers (hospitals), 3 labeled-data settings, 3 downstream tasks, and multiple runs. Using the approaches here described, we outperform state-of-the-art pre-trainings on two public benchmarks for phase recognition: up to 2.2% on Cholec80 and 5.1% on AutoLaparo.",,,https://papers.miccai.org/miccai-2024/paper/1998_paper.pdf,https://papers.miccai.org/miccai-2024/431-Paper1998.html
KARGEN: Knowledge-enhanced Automated Radiology Report Generation Using Large Language Models,"Li, Yingshu;Wang, Zhanyu;Liu, Yunyi;Wang, Lei;Liu, Lingqiao;Zhou, Luping","Computer Aided Diagnosis, Treatment Response, and Outcome Prediction; Modalities - other","Harnessing the robust capabilities of Large Language Models (LLMs) for narrative generation, logical reasoning, and common-sense knowledge integration, this study delves into utilizing LLMs to enhance automated radiology report generation (R2Gen). Despite the wealth of knowledge within LLMs, efficiently triggering relevant knowledge within these large models for specific tasks like R2Gen poses a critical research challenge. This paper presents KARGEN, a Knowledge-enhanced Automated radiology Report GENeration framework based on LLMs. Utilizing a frozen LLM to generate reports, the framework integrates a knowledge graph to unlock chest disease-related knowledge within the LLM to enhance the clinical utility of generated reports. This is achieved by leveraging the knowledge graph to distill disease-related features in a designed way. Since a radiology report encompasses both normal and disease-related findings, the extracted graph-enhanced disease-related features are integrated with regional image features, attending to both aspects. We explore two fusion methods to automatically prioritize and select the most relevant features. The fused features are employed by LLM to generate reports that are more sensitive to diseases and of improved quality. Our approach demonstrates promising results on the MIMIC-CXR and IU-Xray datasets. Our code will be available on GitHub.",,https://drive.google.com/file/d/1DS6NYirOXQf8qYieSVMvqNwuOlgAbM_E/view,https://papers.miccai.org/miccai-2024/paper/0877_paper.pdf,https://papers.miccai.org/miccai-2024/432-Paper0877.html
Keypoint Matching for Instrument-Free 3D Registration in Video-based Surgical Navigation,"Baptista, Tânia;Raposo, Carolina;Marques, Miguel;Antunes, Michel;Barreto, Joao P.","Image-Guided Interventions and Surgery; Clinical applications - Musculoskeletal; Computer Aided Diagnosis, Treatment Response, and Outcome Prediction; Image Segmentation; Machine Learning - Algorithmic Fairness; Modalities - Endoscope; Surgical Data Science; Surgical Visualization and Mixed/Augmented/Virtual Reality","Video-based Surgical Navigation (VBSN) inside the articular joint using an arthroscopic camera has proven to have important clinical benefits in arthroscopy. It works by referencing the anatomy and instruments with respect to the system of coordinates of a fiducial marker that is rigidly attached to the bone. In order to overlay surgical plans on the anatomy, VBSN performs registration of a pre-operative model with intra-operative data, which is acquired by means of an instrumented touch probe for surface reconstruction. The downside is that this procedure is typically time-consuming and may cause iatrogenic damage to the anatomy. Performing anatomy reconstruction by using solely the arthroscopic video overcomes these problems but raises new ones, namely the difficulty in accomplishing keypoint detection and matching in bone and cartilage regions that are often very low textured. This paper presents a thorough analysis of the performance of classical and learning-based approaches for keypoint matching in arthroscopic images acquired in the knee joint. It is demonstrated that by employing learning-based methods in such imagery, it becomes possible, for the first time, to perform registration in the context of VBSN without the aid of any instruments, i.e., in an instrument-free manner.",,,https://papers.miccai.org/miccai-2024/paper/3454_paper.pdf,https://papers.miccai.org/miccai-2024/433-Paper3454.html
Knowledge-driven Subspace Fusion and Gradient Coordination for Multi-modal Learning,"Zhang, Yupei;Wang, Xiaofei;Meng, Fangliangzi;Tang, Jin;Li, Chao","Computational (Integrative) Pathology; Computer Aided Diagnosis, Treatment Response, and Outcome Prediction; Modalities - Histopathology; Modalities - Integration of Imaging and Non-imaging Data","Most recently, molecular pathology has played a crucial role in cancer diagnosis and prognosis assessment. Deep learning-based methods have been proposed for integrating multi-modal genomic and histology data for efficient molecular pathology analysis. However, current multi-modal approaches simply treat each modality equally, ignoring the modal unique information and the complex correlation across modalities, which hinders the effective multi-modal feature representation for downstream tasks. Besides, considering the intrinsic complexity in tumour ecosystem, where both tumour cells and tumor microenvironment (TME) contribute to the cancer status, it is challenging to utilize a single embedding space to model the mixed genomic profiles of the tumour ecosystem. To tackle these challenges, in this paper, we propose a biologically interpretative and robust multi-modal learning framework to efficiently integrate histology images and genomics data. Specifically, to enhance cross-modal interactions, we design a knowledge-driven subspace fusion scheme, consisting a cross-modal deformable attention module and a gene-guided consistency strategy, which Additionally, in pursuit of dynamically optimizing the subspace knowledge, we further propose a novel gradient coordinatio n learning strategy. Extensive experiments on two public datasets demonstrate the effectiveness of our proposed method, outperforming state-of-the-art techniques in three downstream tasks of glioma diagnosis, tumour grading, and survival analysis.",https://github.com/helenypzhang/Subspace-Multimodal-Learning,https://portal.gdc.cancer.gov/projects/TCGA-GBM;https://portal.gdc.cancer.gov/projects/TCGA-LGG;https://www.cancerimagingarchive.net/collection/ivygap/,https://papers.miccai.org/miccai-2024/paper/3080_paper.pdf,https://papers.miccai.org/miccai-2024/434-Paper3080.html
